CID,Status,CAmt,Location
4914,Declined,2385,Delhi
4915,Declined,4332,Delhi
4916,Approved,1899,NYC
4917,Declined,3123,Delhi
4918,Declined,4962,Delhi
4919,Under Review,2873,Pune
4920,Approved,1062,Lucknow
4921,Declined,2588,Delhi
4922,Declined,4245,Pune
4923,Declined,3694,Lucknow
4924,Approved,1247,Delhi
4925,Approved,2189,Ayodhya
4926,Declined,2060,Delhi
4927,Approved,3770,Pune
4928,Under Review,2877,Mumbai
4929,Approved,2372,Mumbai
4930,Approved,2316,Lucknow
4931,Declined,4102,Lucknow
4932,Approved,2221,NYC
4933,Under Review,2306,Pune
4934,Approved,1356,Lucknow
4935,Approved,1158,Pune
4936,Declined,4578,Pune
4937,Declined,2535,Pune
4938,Approved,1177,Pune
4939,Declined,4116,NYC
4940,Under Review,4382,Mumbai
4941,Approved,2322,Delhi
4942,Approved,1213,Mumbai
4943,Declined,4379,Ayodhya
4944,Declined,4643,Pune
4945,Declined,1375,NYC
4946,Approved,1025,Lucknow
4947,Under Review,2564,Mumbai
4948,Declined,3953,NYC
4949,Under Review,4191,Ayodhya
4950,Approved,1111,Pune
4951,Declined,1883,Lucknow
4952,Approved,3988,NYC
4953,Declined,3524,Delhi
4954,Under Review,3135,Mumbai
4955,Under Review,3805,Pune
4956,Declined,2468,Delhi
4957,Declined,3503,Mumbai
4958,Approved,4806,Pune
4959,Declined,3924,Delhi
4960,Declined,4054,Lucknow
4961,Under Review,1570,Pune
4962,Under Review,2835,Lucknow
4963,Approved,1504,Mumbai
4964,Approved,3130,Delhi
4965,Declined,3394,Delhi
4966,Under Review,4306,NYC
4967,Approved,3095,Ayodhya
4968,Under Review,2903,Pune
4969,Approved,3828,Ayodhya
4970,Under Review,3589,Lucknow
4971,Declined,3599,Delhi
4972,Under Review,3009,Mumbai
4973,Declined,4213,Mumbai
4974,Approved,2755,Mumbai
4975,Under Review,4748,Lucknow
4976,Under Review,1484,Lucknow
4977,Approved,4599,Lucknow
4978,Approved,1866,Pune
4979,Declined,3857,NYC
4980,Approved,3442,Pune
4981,Under Review,4400,Mumbai
4982,Under Review,4726,Lucknow
4983,Approved,2207,Ayodhya
4984,Declined,4365,NYC
4985,Approved,4555,Pune
4986,Approved,1671,NYC
4987,Approved,4076,Lucknow
4988,Declined,1982,NYC
4989,Approved,2269,Delhi
4990,Declined,3406,Delhi
4991,Declined,4929,Lucknow
4992,Declined,2039,Lucknow
4993,Approved,1893,Delhi
4994,Under Review,3581,Delhi
4995,Under Review,3376,NYC
4996,Under Review,1622,NYC
4997,Approved,3065,NYC
4998,Approved,3500,Pune
4999,Approved,3184,Delhi
5000,Declined,1857,NYC
5001,Declined,1030,Ayodhya
5002,Under Review,3588,Pune
5003,Approved,2379,Pune
5004,Declined,1350,Mumbai
5005,Declined,3891,Mumbai
5006,Under Review,2316,Ayodhya
5007,Approved,2230,Pune
5008,Under Review,2835,NYC
5009,Under Review,3233,Mumbai
5010,Under Review,3612,Lucknow
5011,Under Review,3999,Mumbai
5012,Declined,1364,Delhi
5013,Under Review,3722,Mumbai
5014,Under Review,4440,Lucknow
5015,Under Review,2296,Pune
5016,Declined,2709,NYC
5017,Approved,2347,Pune
5018,Declined,2558,NYC
5019,Under Review,2922,Ayodhya
5020,Under Review,4803,Delhi
5021,Under Review,2741,Mumbai
5022,Under Review,2425,Ayodhya
5023,Under Review,4131,Delhi
5024,Declined,4012,Pune
5025,Approved,1120,NYC
5026,Under Review,1092,NYC
5027,Declined,2688,Mumbai
5028,Declined,3556,NYC
5029,Under Review,2069,Mumbai
5030,Under Review,3562,Pune
5031,Under Review,4730,Pune
5032,Declined,2890,Delhi
5033,Approved,1040,Pune
5034,Under Review,3594,Pune
5035,Approved,4946,Mumbai
5036,Approved,4484,Pune
5037,Declined,2451,Pune
5038,Declined,3595,Pune
5039,Approved,4128,Pune
5040,Approved,3291,Pune
5041,Approved,2510,Lucknow
5042,Under Review,4590,Lucknow
5043,Under Review,1877,Ayodhya
5044,Approved,1209,NYC
5045,Approved,4470,Pune
5046,Declined,3620,Ayodhya
5047,Declined,4628,Lucknow
5048,Declined,4480,Ayodhya
5049,Under Review,3650,Mumbai
5050,Declined,3947,Lucknow
5051,Approved,2503,Lucknow
5052,Declined,3623,Mumbai
5053,Declined,1892,Pune
5054,Approved,1113,Delhi
5055,Declined,4779,Pune
5056,Declined,2203,Ayodhya
5057,Under Review,2343,NYC
5058,Declined,1977,Delhi
5059,Approved,4752,NYC
5060,Declined,1202,Lucknow
5061,Approved,2763,Mumbai
5062,Declined,3756,NYC
5063,Under Review,3635,NYC
5064,Under Review,3452,NYC
5065,Under Review,4203,Ayodhya
5066,Declined,4647,NYC
5067,Approved,3394,NYC
5068,Under Review,1136,Ayodhya
5069,Declined,2299,Pune
5070,Under Review,2977,Ayodhya
5071,Under Review,4787,Pune
5072,Declined,3063,NYC
5073,Declined,2905,NYC
5074,Approved,1123,Mumbai
5075,Approved,1491,NYC
5076,Declined,2470,NYC
5077,Approved,2790,Mumbai
5078,Declined,2178,Delhi
5079,Approved,2713,Pune
5080,Under Review,3268,Lucknow
5081,Under Review,4700,NYC
5082,Under Review,1531,Pune
5083,Under Review,3273,Pune
5084,Approved,1119,Lucknow
5085,Approved,1436,NYC
5086,Approved,4258,Pune
5087,Declined,3864,Ayodhya
5088,Declined,2644,Ayodhya
5089,Under Review,4986,Mumbai
5090,Under Review,1423,Pune
5091,Approved,1080,Lucknow
5092,Approved,3223,NYC
5093,Approved,4933,Ayodhya
5094,Under Review,1808,Lucknow
5095,Approved,2294,Mumbai
5096,Declined,3909,NYC
5097,Declined,1928,Pune
5098,Declined,1922,Ayodhya
5099,Declined,4497,NYC
5100,Under Review,4373,Delhi
5101,Under Review,1436,Lucknow
5102,Approved,2026,Pune
5103,Approved,4720,Ayodhya
5104,Under Review,1401,NYC
5105,Approved,2777,Mumbai
5106,Approved,2923,Lucknow
5107,Under Review,2066,Delhi
5108,Approved,3022,NYC
5109,Under Review,1934,Delhi
5110,Declined,1635,Ayodhya
5111,Approved,4042,NYC
5112,Approved,2964,Pune
5113,Under Review,3887,Delhi
5114,Declined,2703,Ayodhya
5115,Under Review,4604,Ayodhya
5116,Approved,3551,Pune
5117,Approved,4103,NYC
5118,Approved,3536,Ayodhya
5119,Under Review,2096,NYC
5120,Under Review,1380,Delhi
5121,Declined,4065,Pune
5122,Declined,3968,Pune
5123,Approved,1667,NYC
5124,Under Review,3343,Pune
5125,Declined,2474,Mumbai
5126,Under Review,1675,Delhi
5127,Under Review,3226,Delhi
5128,Approved,1768,Pune
5129,Declined,4848,NYC
5130,Declined,2538,Ayodhya
5131,Under Review,3458,Ayodhya
5132,Declined,1378,Delhi
5133,Under Review,3174,Delhi
5134,Declined,1144,Pune
5135,Declined,1199,NYC
5136,Declined,3466,Pune
5137,Under Review,2236,Delhi
5138,Approved,1167,Delhi
5139,Under Review,4273,NYC
5140,Under Review,4872,Delhi
5141,Declined,3517,Ayodhya
5142,Under Review,2257,NYC
5143,Under Review,4452,Lucknow
5144,Approved,2197,NYC
5145,Approved,1011,Pune
5146,Declined,3289,Delhi
5147,Under Review,2973,Mumbai
5148,Declined,3696,Pune
5149,Under Review,4304,Mumbai
5150,Under Review,4970,Lucknow
5151,Under Review,1921,Pune
5152,Under Review,3579,NYC
5153,Declined,4566,Pune
5154,Declined,4681,Pune
5155,Approved,1254,Mumbai
5156,Approved,4471,Lucknow
5157,Declined,3623,Pune
5158,Declined,2670,Ayodhya
5159,Approved,1992,Lucknow
5160,Declined,1758,NYC
5161,Approved,3231,Delhi
5162,Under Review,1734,Pune
5163,Approved,4267,NYC
5164,Declined,2442,Ayodhya
5165,Approved,1463,Pune
5166,Under Review,1425,Ayodhya
5167,Approved,3101,NYC
5168,Under Review,1362,Ayodhya
5169,Approved,2185,NYC
5170,Declined,1220,Lucknow
5171,Approved,1944,Ayodhya
5172,Under Review,1177,Pune
5173,Declined,1575,NYC
5174,Declined,3665,Ayodhya
5175,Declined,2768,NYC
5176,Under Review,4661,NYC
5177,Declined,3718,Pune
5178,Declined,3395,Mumbai
5179,Approved,1838,Lucknow
5180,Declined,4252,Pune
5181,Approved,4720,Mumbai
5182,Under Review,2892,NYC
5183,Declined,3022,Lucknow
5184,Under Review,4161,Delhi
5185,Approved,2397,NYC
5186,Declined,3118,Mumbai
5187,Declined,2151,Pune
5188,Under Review,3466,Mumbai
5189,Approved,4215,Pune
5190,Under Review,1262,NYC
5191,Under Review,2331,NYC
5192,Declined,2048,Ayodhya
5193,Declined,3012,NYC
5194,Under Review,1657,Pune
5195,Declined,4818,Mumbai
5196,Under Review,2962,NYC
5197,Approved,3829,Mumbai
5198,Declined,1471,NYC
5199,Declined,2158,Mumbai
5200,Approved,1617,Lucknow
5201,Declined,4521,Delhi
5202,Under Review,2882,Lucknow
5203,Approved,3071,NYC
5204,Declined,2992,Pune
5205,Declined,4981,Delhi
5206,Declined,2727,Delhi
5207,Declined,4450,Ayodhya
5208,Under Review,3834,NYC
5209,Under Review,3199,Ayodhya
5210,Under Review,2379,Pune
5211,Approved,4587,Lucknow
5212,Under Review,3663,Pune
5213,Under Review,2309,Ayodhya
5214,Declined,3140,Mumbai
5215,Approved,4850,NYC
5216,Approved,1659,Delhi
5217,Approved,2229,Mumbai
5218,Approved,2168,NYC
5219,Approved,2741,Mumbai
5220,Approved,2210,Ayodhya
5221,Under Review,4116,Ayodhya
5222,Declined,4101,NYC
5223,Under Review,3977,NYC
5224,Approved,1247,Delhi
5225,Approved,2530,NYC
5226,Declined,1051,Ayodhya
5227,Under Review,3522,Mumbai
5228,Under Review,1279,NYC
5229,Under Review,1672,Ayodhya
5230,Approved,2774,Ayodhya
5231,Under Review,1741,Mumbai
5232,Approved,2018,Delhi
5233,Declined,4492,Lucknow
5234,Declined,1560,Mumbai
5235,Declined,4423,Delhi
5236,Under Review,3234,Ayodhya
5237,Declined,2318,Delhi
5238,Declined,2236,NYC
5239,Under Review,3738,Pune
5240,Under Review,2288,Delhi
5241,Under Review,3192,Pune
5242,Declined,3916,Lucknow
5243,Under Review,4856,Pune
5244,Under Review,1118,Pune
5245,Approved,3592,Delhi
5246,Under Review,1861,Lucknow
5247,Approved,2998,Delhi
5248,Approved,1961,Delhi
5249,Under Review,3721,Pune
5250,Under Review,1567,NYC
5251,Approved,2150,NYC
5252,Under Review,3778,Mumbai
5253,Declined,3674,Ayodhya
5254,Declined,4147,Lucknow
5255,Approved,3389,Delhi
5256,Declined,1302,Ayodhya
5257,Declined,3873,Pune
5258,Approved,3094,Lucknow
5259,Under Review,1631,Ayodhya
5260,Declined,2801,NYC
5261,Declined,1039,Pune
5262,Declined,1657,Lucknow
5263,Declined,4709,Ayodhya
5264,Under Review,1579,Ayodhya
5265,Under Review,4678,Ayodhya
5266,Under Review,4381,Lucknow
5267,Declined,4251,NYC
5268,Approved,1670,Mumbai
5269,Under Review,1048,Delhi
5270,Under Review,3920,Mumbai
5271,Approved,1914,Pune
5272,Declined,1193,Mumbai
5273,Approved,3542,Mumbai
5274,Under Review,1548,Delhi
5275,Approved,1714,Delhi
5276,Declined,3656,Mumbai
5277,Declined,1816,Mumbai
5278,Approved,4637,NYC
5279,Under Review,1295,Pune
5280,Declined,2169,Ayodhya
5281,Declined,1165,NYC
5282,Approved,4160,NYC
5283,Declined,1699,Lucknow
5284,Under Review,4965,Mumbai
5285,Declined,1070,NYC
5286,Under Review,2961,Ayodhya
5287,Declined,3772,Delhi
5288,Approved,4080,NYC
5289,Approved,1623,Ayodhya
5290,Under Review,2692,Ayodhya
5291,Under Review,4505,Pune
5292,Under Review,4131,Pune
5293,Approved,1828,Ayodhya
5294,Approved,4020,Pune
5295,Approved,3963,Delhi
5296,Declined,3796,Pune
5297,Declined,4344,Lucknow
5298,Approved,2068,Delhi
5299,Declined,4587,Ayodhya
5300,Approved,2990,Pune
5301,Declined,1959,Delhi
5302,Declined,2720,Pune
5303,Approved,2617,Lucknow
5304,Under Review,4100,NYC
5305,Declined,4605,Ayodhya
5306,Declined,2609,Pune
5307,Under Review,2334,Lucknow
5308,Under Review,4385,Delhi
5309,Declined,2736,Pune
5310,Declined,2344,NYC
5311,Approved,2550,Ayodhya
5312,Under Review,2590,Delhi
5313,Under Review,1384,Ayodhya
5314,Under Review,3023,NYC
5315,Approved,2303,Pune
5316,Under Review,1473,Lucknow
5317,Under Review,1669,Mumbai
5318,Declined,2208,Ayodhya
5319,Declined,1622,Lucknow
5320,Declined,1324,Pune
5321,Under Review,3912,Delhi
5322,Approved,1613,Ayodhya
5323,Approved,4502,Delhi
5324,Approved,4926,Ayodhya
5325,Approved,2543,Lucknow
5326,Declined,1455,Delhi
5327,Approved,2725,Pune
5328,Approved,3584,Ayodhya
5329,Declined,1967,Pune
5330,Approved,2193,Mumbai
5331,Under Review,3487,NYC
5332,Under Review,3820,Pune
5333,Under Review,3812,Ayodhya
5334,Approved,2791,NYC
5335,Declined,3995,Pune
5336,Under Review,1220,Pune
5337,Under Review,4944,Ayodhya
5338,Approved,4369,Delhi
5339,Under Review,1489,Mumbai
5340,Under Review,2757,Pune
5341,Declined,1730,Pune
5342,Approved,3888,Pune
5343,Under Review,2453,Ayodhya
5344,Declined,3837,Lucknow
5345,Approved,1386,NYC
5346,Under Review,1560,Mumbai
5347,Declined,3213,Delhi
5348,Declined,4875,Lucknow
5349,Approved,4709,NYC
5350,Approved,2476,Pune
5351,Under Review,4150,NYC
5352,Under Review,2124,NYC
5353,Under Review,3286,Lucknow
5354,Approved,3594,Pune
5355,Approved,4093,Mumbai
5356,Declined,2165,Delhi
5357,Approved,3744,Pune
5358,Under Review,2911,Lucknow
5359,Approved,1560,Lucknow
5360,Approved,1859,Delhi
5361,Approved,4780,Delhi
5362,Declined,3659,Delhi
5363,Under Review,4692,Mumbai
5364,Declined,1500,Ayodhya
5365,Under Review,4679,Lucknow
5366,Approved,2454,Mumbai
5367,Under Review,2140,Ayodhya
5368,Under Review,1999,Delhi
5369,Under Review,4919,Pune
5370,Under Review,2881,Pune
5371,Under Review,3500,NYC
5372,Under Review,3505,Ayodhya
5373,Under Review,3442,NYC
5374,Under Review,4127,Pune
5375,Under Review,1252,Ayodhya
5376,Declined,3374,Mumbai
5377,Declined,3378,Delhi
5378,Declined,3128,Ayodhya
5379,Declined,2223,Delhi
5380,Approved,2858,Mumbai
5381,Approved,3492,Mumbai
5382,Under Review,4813,Lucknow
5383,Under Review,3959,Delhi
5384,Under Review,2878,Pune
5385,Approved,2694,Ayodhya
5386,Approved,2349,Delhi
5387,Approved,3358,NYC
5388,Approved,2991,Pune
5389,Under Review,4450,Ayodhya
5390,Under Review,3155,Ayodhya
5391,Under Review,4649,Delhi
5392,Approved,3168,Pune
5393,Declined,2720,Pune
5394,Declined,4544,NYC
5395,Approved,1405,Ayodhya
5396,Approved,1589,NYC
5397,Under Review,2720,NYC
5398,Under Review,1867,Ayodhya
5399,Under Review,2885,Mumbai
5400,Declined,3614,Mumbai
5401,Approved,3544,Mumbai
5402,Declined,1255,Delhi
5403,Approved,2321,Ayodhya
5404,Approved,3741,NYC
5405,Approved,3358,Pune
5406,Approved,4122,Pune
5407,Under Review,4835,Pune
5408,Approved,4809,Lucknow
5409,Approved,4040,Lucknow
5410,Approved,2794,NYC
5411,Under Review,4188,Delhi
5412,Declined,2074,Delhi
5413,Declined,2377,Delhi
5414,Under Review,3136,Ayodhya
5415,Under Review,3097,Ayodhya
5416,Declined,4495,Lucknow
5417,Declined,1864,NYC
5418,Approved,1852,NYC
5419,Declined,1780,Ayodhya
5420,Declined,1843,Lucknow
5421,Under Review,2990,NYC
5422,Under Review,2467,Mumbai
5423,Declined,3466,Pune
5424,Under Review,3178,Pune
5425,Approved,2868,Ayodhya
5426,Under Review,3731,Pune
5427,Declined,1223,Pune
5428,Under Review,1435,Lucknow
5429,Under Review,4496,Ayodhya
5430,Declined,2819,Mumbai
5431,Declined,3715,Mumbai
5432,Declined,2594,NYC
5433,Approved,1855,Delhi
5434,Under Review,1344,Ayodhya
5435,Approved,2969,Delhi
5436,Declined,4422,Mumbai
5437,Under Review,4446,Ayodhya
5438,Declined,2682,Delhi
5439,Under Review,2711,Pune
5440,Approved,3745,Lucknow
5441,Declined,4191,Mumbai
5442,Under Review,1742,Delhi
5443,Declined,4722,Lucknow
5444,Under Review,3957,Mumbai
5445,Approved,4283,Lucknow
5446,Declined,2296,Ayodhya
5447,Approved,3848,NYC
5448,Declined,1274,Delhi
5449,Declined,1730,Delhi
5450,Declined,2377,Pune
5451,Under Review,1645,Lucknow
5452,Approved,3369,Mumbai
5453,Declined,3196,NYC
5454,Declined,3187,Mumbai
5455,Under Review,2473,NYC
5456,Declined,2640,NYC
5457,Under Review,1744,Delhi
5458,Approved,4417,Ayodhya
5459,Approved,2760,Ayodhya
5460,Under Review,3546,Lucknow
5461,Under Review,2093,Ayodhya
5462,Approved,4018,Delhi
5463,Approved,4833,Pune
5464,Approved,2653,Lucknow
5465,Approved,3625,Delhi
5466,Under Review,4522,Ayodhya
5467,Declined,3753,Delhi
5468,Under Review,2292,Delhi
5469,Approved,3925,Lucknow
5470,Declined,1329,Pune
5471,Declined,1953,Ayodhya
5472,Under Review,2916,Ayodhya
5473,Declined,2507,Pune
5474,Under Review,1983,Pune
5475,Declined,3586,Pune
5476,Approved,1238,Delhi
5477,Approved,1037,Pune
5478,Under Review,4404,Delhi
5479,Approved,4527,Lucknow
5480,Approved,4594,Mumbai
5481,Declined,1339,Lucknow
5482,Declined,4494,NYC
5483,Approved,1316,Mumbai
5484,Declined,3549,Delhi
5485,Approved,3599,Lucknow
5486,Declined,1986,Delhi
5487,Approved,2175,Lucknow
5488,Approved,3143,Lucknow
5489,Approved,4882,Mumbai
5490,Declined,1275,Mumbai
5491,Declined,4338,NYC
5492,Declined,2372,Ayodhya
5493,Declined,1903,Ayodhya
5494,Declined,1306,Mumbai
5495,Under Review,3398,Lucknow
5496,Approved,3947,Ayodhya
5497,Approved,4049,Ayodhya
5498,Declined,1009,Ayodhya
5499,Declined,1727,Mumbai
5500,Under Review,1255,Mumbai
5501,Approved,3138,Pune
5502,Under Review,1857,Pune
5503,Under Review,4464,NYC
5504,Under Review,4006,Ayodhya
5505,Declined,2332,Pune
5506,Approved,4007,Ayodhya
5507,Approved,2646,Pune
5508,Under Review,2490,NYC
5509,Approved,4821,Pune
5510,Under Review,2712,Lucknow
5511,Approved,3958,Ayodhya
5512,Under Review,2727,NYC
5513,Under Review,1214,Lucknow
5514,Under Review,2157,Mumbai
5515,Declined,2477,Mumbai
5516,Under Review,3409,Ayodhya
5517,Under Review,2486,Ayodhya
5518,Under Review,2041,Pune
5519,Under Review,2273,Ayodhya
5520,Under Review,4184,Pune
5521,Under Review,4754,Lucknow
5522,Approved,3117,Ayodhya
5523,Under Review,3429,Mumbai
5524,Approved,4093,NYC
5525,Under Review,3367,Pune
5526,Under Review,3325,Ayodhya
5527,Approved,4776,Delhi
5528,Declined,2937,Ayodhya
5529,Declined,3664,NYC
5530,Approved,1479,Lucknow
5531,Under Review,1591,Ayodhya
5532,Approved,2186,Mumbai
5533,Approved,2682,Delhi
5534,Declined,4457,Mumbai
5535,Approved,2227,NYC
5536,Declined,3257,NYC
5537,Declined,1837,Pune
5538,Declined,2210,Lucknow
5539,Declined,3483,Pune
5540,Under Review,2763,Ayodhya
5541,Approved,1804,Mumbai
5542,Declined,3892,Lucknow
5543,Under Review,4848,Delhi
5544,Under Review,4171,Ayodhya
5545,Declined,1573,Delhi
5546,Declined,2723,Pune
5547,Under Review,1217,Delhi
5548,Approved,3261,Mumbai
5549,Approved,3471,Delhi
5550,Approved,3084,NYC
5551,Under Review,2783,Lucknow
5552,Declined,1180,Pune
5553,Declined,4768,Ayodhya
5554,Approved,2438,Mumbai
5555,Under Review,3769,Lucknow
5556,Approved,1343,Lucknow
5557,Under Review,3408,Mumbai
5558,Approved,3755,NYC
5559,Approved,2025,Ayodhya
5560,Declined,2158,Delhi
5561,Declined,2894,Pune
5562,Under Review,4664,NYC
5563,Approved,1456,Delhi
5564,Approved,2961,Ayodhya
5565,Declined,2247,NYC
5566,Declined,2638,NYC
5567,Approved,2256,Ayodhya
5568,Approved,3578,Delhi
5569,Under Review,4985,Pune
5570,Under Review,1810,Ayodhya
5571,Approved,3631,Delhi
5572,Under Review,3910,Pune
5573,Declined,2299,Ayodhya
5574,Under Review,4401,Pune
5575,Approved,1051,Delhi
5576,Under Review,3806,NYC
5577,Under Review,1252,Delhi
5578,Under Review,3323,Ayodhya
5579,Under Review,4981,Mumbai
5580,Under Review,4249,Mumbai
5581,Under Review,3584,Mumbai
5582,Approved,4511,Mumbai
5583,Declined,4448,Delhi
5584,Approved,4189,Lucknow
5585,Approved,3051,NYC
5586,Declined,1644,Ayodhya
5587,Approved,3516,Pune
5588,Declined,1029,NYC
5589,Approved,2751,Delhi
5590,Approved,1560,Mumbai
5591,Declined,2141,Ayodhya
5592,Under Review,4717,Pune
5593,Declined,3001,Pune
5594,Declined,4683,NYC
5595,Declined,1238,Mumbai
5596,Declined,3689,Delhi
5597,Approved,3140,Lucknow
5598,Approved,2138,Ayodhya
5599,Declined,2668,NYC
5600,Approved,2932,Delhi
5601,Declined,3520,NYC
5602,Declined,2197,Ayodhya
5603,Approved,4435,Lucknow
5604,Under Review,2278,Lucknow
5605,Approved,3213,Delhi
5606,Approved,4458,Lucknow
5607,Approved,2558,NYC
5608,Approved,3145,Pune
5609,Under Review,3148,Pune
5610,Declined,2152,Mumbai
5611,Declined,3009,Mumbai
5612,Under Review,2014,NYC
5613,Declined,1555,Ayodhya
5614,Declined,1509,NYC
5615,Approved,1999,Pune
5616,Under Review,4589,Pune
5617,Declined,3832,NYC
5618,Approved,2423,Lucknow
5619,Declined,4019,Mumbai
5620,Declined,4679,Ayodhya
5621,Declined,1671,Lucknow
5622,Approved,3335,Pune
5623,Approved,2256,Delhi
5624,Approved,1694,Pune
5625,Declined,1423,Mumbai
5626,Approved,4349,Mumbai
5627,Under Review,1531,Lucknow
5628,Declined,1394,Pune
5629,Approved,3404,Pune
5630,Under Review,2975,Pune
5631,Approved,2108,Ayodhya
5632,Declined,1780,Pune
5633,Under Review,1683,Mumbai
5634,Under Review,3682,Pune
5635,Approved,4811,Ayodhya
5636,Approved,3243,Pune
5637,Approved,3705,Ayodhya
5638,Under Review,1854,Pune
5639,Declined,3536,NYC
5640,Approved,4169,NYC
5641,Approved,4393,Ayodhya
5642,Declined,3414,Delhi
5643,Under Review,4899,Ayodhya
5644,Approved,4523,Delhi
5645,Declined,3002,Lucknow
5646,Declined,2724,Lucknow
5647,Under Review,4986,Mumbai
5648,Under Review,4555,Ayodhya
5649,Under Review,2218,Ayodhya
5650,Approved,3115,Mumbai
5651,Declined,4655,Pune
5652,Under Review,2940,Pune
5653,Approved,2908,Pune
5654,Approved,3248,Ayodhya
5655,Under Review,4833,Pune
5656,Declined,2736,Mumbai
5657,Declined,4145,Mumbai
5658,Under Review,4755,Mumbai
5659,Declined,4862,Lucknow
5660,Approved,2484,Ayodhya
5661,Declined,2745,Pune
5662,Approved,4164,Mumbai
5663,Under Review,4980,Lucknow
5664,Approved,3500,Pune
5665,Approved,3854,Delhi
5666,Declined,3019,Delhi
5667,Approved,3591,Pune
5668,Declined,2822,Pune
5669,Approved,3416,Mumbai
5670,Under Review,4870,Pune
5671,Under Review,4257,Delhi
5672,Declined,3832,Mumbai
5673,Declined,2935,Ayodhya
5674,Under Review,2121,Ayodhya
5675,Under Review,2642,Pune
5676,Declined,2262,Mumbai
5677,Approved,2747,NYC
5678,Approved,3046,Mumbai
5679,Approved,3946,Delhi
5680,Declined,4143,Ayodhya
5681,Declined,3458,Ayodhya
5682,Under Review,4419,Delhi
5683,Under Review,2264,Delhi
5684,Under Review,3240,Ayodhya
5685,Declined,3980,NYC
5686,Under Review,4120,NYC
5687,Declined,2809,NYC
5688,Under Review,3811,Lucknow
5689,Under Review,2859,Lucknow
5690,Approved,1152,Mumbai
5691,Under Review,4611,Lucknow
5692,Declined,1336,Lucknow
5693,Declined,2031,Lucknow
5694,Approved,4830,Delhi
5695,Declined,1869,Mumbai
5696,Declined,4224,Mumbai
5697,Under Review,2654,Lucknow
5698,Under Review,2282,NYC
5699,Declined,3677,Mumbai
5700,Declined,1216,Lucknow
5701,Approved,2821,Ayodhya
5702,Under Review,1978,NYC
5703,Under Review,2553,Delhi
5704,Approved,4185,NYC
5705,Approved,2701,Delhi
5706,Approved,4855,Delhi
5707,Declined,1189,Mumbai
5708,Declined,3824,Delhi
5709,Under Review,4131,Delhi
5710,Declined,2931,Delhi
5711,Under Review,1453,Ayodhya
5712,Approved,4927,Pune
5713,Under Review,4316,Ayodhya
5714,Approved,4159,Delhi
5715,Approved,2620,Lucknow
5716,Declined,3001,Ayodhya
5717,Under Review,1597,Ayodhya
5718,Under Review,4305,Delhi
5719,Under Review,2823,Mumbai
5720,Under Review,2938,Mumbai
5721,Approved,4857,Pune
5722,Under Review,2369,Lucknow
5723,Approved,2473,NYC
5724,Declined,2186,Ayodhya
5725,Approved,3705,NYC
5726,Approved,1452,Lucknow
5727,Declined,2891,Lucknow
5728,Under Review,2767,Pune
5729,Approved,4721,Ayodhya
5730,Declined,1611,Delhi
5731,Declined,4599,Ayodhya
5732,Declined,3297,NYC
5733,Under Review,3207,Lucknow
5734,Approved,2814,Mumbai
5735,Approved,4814,Ayodhya
5736,Declined,1595,Pune
5737,Declined,4308,Ayodhya
5738,Under Review,3598,Lucknow
5739,Approved,2387,Pune
5740,Under Review,3299,Lucknow
5741,Declined,1560,Delhi
5742,Under Review,4282,NYC
5743,Under Review,1947,Mumbai
5744,Approved,4824,Lucknow
5745,Approved,3441,Lucknow
5746,Under Review,1885,Ayodhya
5747,Approved,2343,NYC
5748,Approved,2024,Delhi
5749,Approved,3210,NYC
5750,Declined,4983,Delhi
5751,Declined,3373,Mumbai
5752,Under Review,3441,Mumbai
5753,Declined,3917,Pune
5754,Declined,3709,Delhi
5755,Under Review,4527,Delhi
5756,Approved,1447,Mumbai
5757,Approved,3049,Delhi
5758,Under Review,3345,Pune
5759,Under Review,2159,Delhi
5760,Declined,1238,Lucknow
5761,Approved,4611,Lucknow
5762,Approved,4591,Delhi
5763,Declined,4476,NYC
5764,Under Review,3895,Lucknow
5765,Declined,4730,NYC
5766,Approved,4550,Pune
5767,Approved,2709,Pune
5768,Under Review,4255,NYC
5769,Declined,4257,Pune
5770,Approved,1893,Pune
5771,Declined,1314,Mumbai
5772,Under Review,3462,NYC
5773,Under Review,4389,NYC
5774,Under Review,3794,Ayodhya
5775,Declined,3789,Lucknow
5776,Under Review,1722,Pune
5777,Approved,4242,Mumbai
5778,Approved,4958,Mumbai
5779,Approved,3106,Pune
5780,Declined,4604,NYC
5781,Approved,4777,Delhi
5782,Under Review,2113,NYC
5783,Approved,2216,Lucknow
5784,Approved,3690,NYC
5785,Approved,4734,Mumbai
5786,Under Review,3440,Ayodhya
5787,Approved,2316,NYC
5788,Declined,1044,Delhi
5789,Declined,1695,Mumbai
5790,Under Review,1086,Delhi
5791,Approved,1083,NYC
5792,Under Review,1703,Pune
5793,Declined,4159,Delhi
5794,Declined,2197,Mumbai
5795,Declined,2817,Delhi
5796,Declined,1553,Pune
5797,Approved,3632,Delhi
5798,Approved,1427,Ayodhya
5799,Declined,4541,NYC
5800,Approved,4148,Delhi
5801,Approved,3312,Pune
5802,Approved,3508,Ayodhya
5803,Under Review,3291,Lucknow
5804,Declined,3969,Mumbai
5805,Approved,2864,Lucknow
5806,Declined,4029,Pune
5807,Approved,4410,Ayodhya
5808,Declined,2134,Lucknow
5809,Under Review,4282,Mumbai
5810,Declined,1999,Delhi
